#size(cm)    E(eV)        Qabs         Qsca         g(cos)       
2.512000e-04 2.775558e-03 1.736000e-03 2.533000e-06 6.310000e-04 
2.512000e-04 2.940104e-03 1.949000e-03 3.190000e-06 7.080000e-04 
2.512000e-04 3.114398e-03 2.189000e-03 4.017000e-06 7.940000e-04 
2.512000e-04 3.299207e-03 2.458000e-03 5.058000e-06 8.910000e-04 
2.512000e-04 3.494481e-03 2.761000e-03 6.370000e-06 1.000000e-03 
2.512000e-04 3.701021e-03 3.103000e-03 8.021000e-06 1.120000e-03 
2.512000e-04 3.921069e-03 3.487000e-03 1.010000e-05 1.260000e-03 
2.512000e-04 4.153574e-03 3.919000e-03 1.272000e-05 1.410000e-03 
2.512000e-04 4.399723e-03 4.405000e-03 1.602000e-05 1.580000e-03 
2.512000e-04 4.659308e-03 4.952000e-03 2.018000e-05 1.770000e-03 
2.512000e-04 4.935676e-03 5.568000e-03 2.542000e-05 1.990000e-03 
2.512000e-04 5.229194e-03 6.264000e-03 3.202000e-05 2.230000e-03 
2.512000e-04 5.537481e-03 7.050000e-03 4.033000e-05 2.500000e-03 
2.512000e-04 5.867685e-03 7.937000e-03 5.080000e-05 2.800000e-03 
2.512000e-04 6.214747e-03 8.938000e-03 6.400000e-05 3.140000e-03 
2.512000e-04 6.580902e-03 1.007000e-02 8.065000e-05 3.510000e-03 
2.512000e-04 6.973239e-03 1.134000e-02 1.016000e-04 3.940000e-03 
2.512000e-04 7.384407e-03 1.279000e-02 1.281000e-04 4.410000e-03 
2.512000e-04 7.822347e-03 1.443000e-02 1.615000e-04 4.940000e-03 
2.512000e-04 8.287713e-03 1.629000e-02 2.035000e-04 5.530000e-03 
2.512000e-04 8.774536e-03 1.841000e-02 2.566000e-04 6.180000e-03 
2.512000e-04 9.294167e-03 2.082000e-02 3.236000e-04 6.920000e-03 
2.512000e-04 9.847831e-03 2.355000e-02 4.082000e-04 7.730000e-03 
2.512000e-04 1.042760e-02 2.668000e-02 5.150000e-04 8.640000e-03 
2.512000e-04 1.105028e-02 3.023000e-02 6.499000e-04 9.650000e-03 
2.512000e-04 1.170767e-02 3.433000e-02 8.202000e-04 1.080000e-02 
2.512000e-04 1.239842e-02 3.901000e-02 1.036000e-03 1.200000e-02 
2.512000e-04 1.313253e-02 4.440000e-02 1.308000e-03 1.340000e-02 
2.512000e-04 1.391049e-02 5.060000e-02 1.652000e-03 1.490000e-02 
2.512000e-04 1.473546e-02 5.774000e-02 2.087000e-03 1.650000e-02 
2.512000e-04 1.560924e-02 6.600000e-02 2.638000e-03 1.830000e-02 
2.512000e-04 1.653343e-02 7.550000e-02 3.336000e-03 2.030000e-02 
2.512000e-04 1.751437e-02 8.655000e-02 4.218000e-03 2.240000e-02 
2.512000e-04 1.855218e-02 9.938000e-02 5.336000e-03 2.470000e-02 
2.512000e-04 1.964884e-02 1.142000e-01 6.752000e-03 2.710000e-02 
2.512000e-04 2.081319e-02 1.314000e-01 8.545000e-03 2.970000e-02 
2.512000e-04 2.204947e-02 1.513000e-01 1.082000e-02 3.240000e-02 
2.512000e-04 2.335359e-02 1.743000e-01 1.369000e-02 3.530000e-02 
2.512000e-04 2.473747e-02 2.007000e-01 1.733000e-02 3.840000e-02 
2.512000e-04 2.620122e-02 2.313000e-01 2.194000e-02 4.150000e-02 
2.512000e-04 2.775558e-02 2.665000e-01 2.776000e-02 4.480000e-02 
2.512000e-04 2.940104e-02 3.070000e-01 3.513000e-02 4.820000e-02 
2.512000e-04 3.114398e-02 3.527000e-01 4.434000e-02 5.180000e-02 
2.512000e-04 3.299207e-02 4.046000e-01 5.594000e-02 5.560000e-02 
2.512000e-04 3.494481e-02 4.627000e-01 7.078000e-02 5.980000e-02 
2.512000e-04 3.701021e-02 5.299000e-01 8.950000e-02 6.420000e-02 
2.512000e-04 3.921069e-02 6.088000e-01 1.129000e-01 6.840000e-02 
2.512000e-04 4.153574e-02 6.986000e-01 1.418000e-01 7.280000e-02 
2.512000e-04 4.399723e-02 7.967000e-01 1.767000e-01 7.770000e-02 
2.512000e-04 4.659308e-02 9.058000e-01 2.189000e-01 8.290000e-02 
2.512000e-04 4.935676e-02 1.025000e+00 2.695000e-01 8.840000e-02 
2.512000e-04 5.229194e-02 1.145000e+00 3.247000e-01 9.530000e-02 
2.512000e-04 5.537481e-02 1.267000e+00 3.860000e-01 1.030000e-01 
2.512000e-04 5.867685e-02 1.378000e+00 4.433000e-01 1.120000e-01 
2.512000e-04 6.214747e-02 1.474000e+00 4.912000e-01 1.230000e-01 
2.512000e-04 6.580902e-02 1.500000e+00 4.937000e-01 1.390000e-01 
2.512000e-04 6.973239e-02 1.435000e+00 4.670000e-01 1.610000e-01 
2.512000e-04 7.384407e-02 1.325000e+00 4.547000e-01 1.910000e-01 
2.512000e-04 7.822347e-02 1.221000e+00 4.949000e-01 2.290000e-01 
2.512000e-04 8.287713e-02 1.177000e+00 6.235000e-01 2.780000e-01 
2.512000e-04 8.774536e-02 1.278000e+00 8.997000e-01 3.430000e-01 
2.512000e-04 9.294167e-02 1.549000e+00 1.186000e+00 3.740000e-01 
2.512000e-04 9.847831e-02 1.642000e+00 1.253000e+00 3.750000e-01 
2.512000e-04 1.042760e-01 1.646000e+00 1.213000e+00 3.880000e-01 
2.512000e-04 1.105028e-01 1.642000e+00 1.149000e+00 4.210000e-01 
2.512000e-04 1.170767e-01 1.649000e+00 1.079000e+00 4.610000e-01 
2.512000e-04 1.239842e-01 1.622000e+00 9.426000e-01 5.060000e-01 
2.512000e-04 1.313253e-01 1.534000e+00 7.876000e-01 5.410000e-01 
2.512000e-04 1.391049e-01 1.290000e+00 4.932000e-01 5.760000e-01 
2.512000e-04 1.473546e-01 1.070000e+00 3.110000e-01 6.230000e-01 
2.512000e-04 1.560924e-01 7.150000e-01 2.142000e-01 6.700000e-01 
2.512000e-04 1.653343e-01 4.645000e-01 5.876000e-01 6.970000e-01 
2.512000e-04 1.751437e-01 4.364000e-01 1.184000e+00 6.840000e-01 
2.512000e-04 1.855218e-01 4.704000e-01 1.642000e+00 6.930000e-01 
2.512000e-04 1.964884e-01 5.221000e-01 2.077000e+00 7.240000e-01 
2.512000e-04 2.081319e-01 5.583000e-01 2.552000e+00 7.470000e-01 
2.512000e-04 2.204947e-01 5.518000e-01 2.880000e+00 7.440000e-01 
2.512000e-04 2.335359e-01 5.532000e-01 3.022000e+00 7.300000e-01 
2.512000e-04 2.473747e-01 6.165000e-01 3.224000e+00 7.290000e-01 
2.512000e-04 2.620122e-01 6.621000e-01 3.462000e+00 7.440000e-01 
2.512000e-04 2.775558e-01 6.335000e-01 3.314000e+00 7.410000e-01 
2.512000e-04 2.940104e-01 6.777000e-01 3.044000e+00 7.140000e-01 
2.512000e-04 3.114398e-01 7.732000e-01 3.035000e+00 7.020000e-01 
2.512000e-04 3.299207e-01 7.106000e-01 2.727000e+00 6.940000e-01 
2.512000e-04 3.494481e-01 7.514000e-01 2.233000e+00 6.500000e-01 
2.512000e-04 3.701021e-01 8.402000e-01 2.072000e+00 6.290000e-01 
2.512000e-04 3.921069e-01 7.526000e-01 1.719000e+00 5.880000e-01 
2.512000e-04 4.153574e-01 8.746000e-01 1.403000e+00 5.330000e-01 
2.512000e-04 4.399723e-01 8.178000e-01 1.358000e+00 5.610000e-01 
2.512000e-04 4.659308e-01 8.633000e-01 1.195000e+00 5.500000e-01 
2.512000e-04 4.935676e-01 8.521000e-01 1.378000e+00 6.490000e-01 
2.512000e-04 5.229194e-01 8.874000e-01 1.444000e+00 7.130000e-01 
2.512000e-04 5.537481e-01 8.688000e-01 1.748000e+00 7.710000e-01 
2.512000e-04 5.867685e-01 8.696000e-01 1.835000e+00 8.270000e-01 
2.512000e-04 6.214747e-01 8.569000e-01 1.960000e+00 8.390000e-01 
2.512000e-04 6.580902e-01 8.750000e-01 1.947000e+00 8.450000e-01 
2.512000e-04 6.973239e-01 8.566000e-01 1.753000e+00 8.430000e-01 
2.512000e-04 7.384407e-01 8.676000e-01 1.533000e+00 8.210000e-01 
2.512000e-04 7.822347e-01 8.660000e-01 1.370000e+00 8.040000e-01 
2.512000e-04 8.287713e-01 8.791000e-01 1.322000e+00 7.960000e-01 
2.512000e-04 8.774536e-01 8.994000e-01 1.392000e+00 8.180000e-01 
2.512000e-04 9.294167e-01 9.147000e-01 1.528000e+00 8.430000e-01 
2.512000e-04 9.847831e-01 9.245000e-01 1.613000e+00 8.570000e-01 
2.512000e-04 1.042760e+00 9.327000e-01 1.556000e+00 8.620000e-01 
2.512000e-04 1.105028e+00 9.376000e-01 1.395000e+00 8.600000e-01 
2.512000e-04 1.170767e+00 9.382000e-01 1.272000e+00 8.590000e-01 
2.512000e-04 1.239842e+00 9.428000e-01 1.285000e+00 8.710000e-01 
2.512000e-04 1.313253e+00 9.568000e-01 1.388000e+00 8.890000e-01 
2.512000e-04 1.391049e+00 9.590000e-01 1.417000e+00 8.940000e-01 
2.512000e-04 1.473546e+00 9.623000e-01 1.299000e+00 8.890000e-01 
2.512000e-04 1.560924e+00 9.666000e-01 1.230000e+00 8.870000e-01 
2.512000e-04 1.653343e+00 9.778000e-01 1.285000e+00 8.990000e-01 
2.512000e-04 1.751437e+00 9.768000e-01 1.318000e+00 9.070000e-01 
2.512000e-04 1.855218e+00 9.776000e-01 1.235000e+00 9.050000e-01 
2.512000e-04 1.964884e+00 9.801000e-01 1.217000e+00 9.080000e-01 
2.512000e-04 2.081319e+00 9.816000e-01 1.270000e+00 9.140000e-01 
2.512000e-04 2.204947e+00 9.849000e-01 1.215000e+00 9.140000e-01 
2.512000e-04 2.335359e+00 9.855000e-01 1.206000e+00 9.170000e-01 
2.512000e-04 2.473747e+00 9.840000e-01 1.230000e+00 9.200000e-01 
2.512000e-04 2.620122e+00 9.830000e-01 1.186000e+00 9.190000e-01 
2.512000e-04 2.775558e+00 9.819000e-01 1.214000e+00 9.230000e-01 
2.512000e-04 2.940104e+00 9.798000e-01 1.181000e+00 9.220000e-01 
2.512000e-04 3.114398e+00 9.769000e-01 1.201000e+00 9.250000e-01 
2.512000e-04 3.299207e+00 9.741000e-01 1.178000e+00 9.240000e-01 
2.512000e-04 3.494481e+00 9.705000e-01 1.188000e+00 9.250000e-01 
2.512000e-04 3.701021e+00 9.667000e-01 1.186000e+00 9.250000e-01 
2.512000e-04 3.921069e+00 9.628000e-01 1.177000e+00 9.240000e-01 
2.512000e-04 4.153574e+00 9.583000e-01 1.176000e+00 9.240000e-01 
2.512000e-04 4.399723e+00 9.536000e-01 1.178000e+00 9.230000e-01 
2.512000e-04 4.659308e+00 9.485000e-01 1.178000e+00 9.220000e-01 
2.512000e-04 4.935676e+00 9.430000e-01 1.178000e+00 9.200000e-01 
2.512000e-04 5.229194e+00 9.365000e-01 1.183000e+00 9.180000e-01 
2.512000e-04 5.537481e+00 9.295000e-01 1.183000e+00 9.150000e-01 
2.512000e-04 5.867685e+00 9.217000e-01 1.188000e+00 9.110000e-01 
2.512000e-04 6.214747e+00 9.132000e-01 1.192000e+00 9.070000e-01 
2.512000e-04 6.580902e+00 9.032000e-01 1.198000e+00 9.010000e-01 
2.512000e-04 6.973239e+00 8.924000e-01 1.206000e+00 8.950000e-01 
2.512000e-04 7.384407e+00 8.802000e-01 1.214000e+00 8.870000e-01 
2.512000e-04 7.822347e+00 8.628000e-01 1.229000e+00 8.750000e-01 
2.512000e-04 8.287713e+00 8.351000e-01 1.256000e+00 8.550000e-01 
2.512000e-04 8.774536e+00 8.485000e-01 1.240000e+00 8.700000e-01 
2.512000e-04 9.294167e+00 8.549000e-01 1.229000e+00 8.770000e-01 
2.512000e-04 9.847831e+00 8.521000e-01 1.229000e+00 8.760000e-01 
2.512000e-04 1.042760e+01 8.404000e-01 1.239000e+00 8.700000e-01 
2.512000e-04 1.105028e+01 8.369000e-01 1.239000e+00 8.700000e-01 
2.512000e-04 1.170767e+01 8.186000e-01 1.256000e+00 8.590000e-01 
2.512000e-04 1.239842e+01 8.081000e-01 1.263000e+00 8.560000e-01 
2.512000e-04 1.313253e+01 8.022000e-01 1.266000e+00 8.560000e-01 
2.512000e-04 1.391049e+01 8.067000e-01 1.257000e+00 8.640000e-01 
2.512000e-04 1.473546e+01 8.024000e-01 1.259000e+00 8.620000e-01 
2.512000e-04 1.560924e+01 7.848000e-01 1.274000e+00 8.540000e-01 
2.512000e-04 1.653343e+01 7.641000e-01 1.292000e+00 8.450000e-01 
2.512000e-04 1.751437e+01 7.479000e-01 1.305000e+00 8.410000e-01 
2.512000e-04 1.855218e+01 7.281000e-01 1.321000e+00 8.350000e-01 
2.512000e-04 1.964884e+01 7.087000e-01 1.337000e+00 8.330000e-01 
2.512000e-04 2.081319e+01 7.332000e-01 1.307000e+00 8.620000e-01 
2.512000e-04 2.204947e+01 8.106000e-01 1.226000e+00 9.120000e-01 
2.512000e-04 2.335359e+01 8.409000e-01 1.193000e+00 9.310000e-01 
2.512000e-04 2.473747e+01 8.602000e-01 1.172000e+00 9.420000e-01 
2.512000e-04 2.620122e+01 8.734000e-01 1.157000e+00 9.500000e-01 
2.512000e-04 2.775558e+01 8.831000e-01 1.145000e+00 9.560000e-01 
2.512000e-04 2.940104e+01 8.908000e-01 1.136000e+00 9.610000e-01 
2.512000e-04 3.114398e+01 8.970000e-01 1.129000e+00 9.650000e-01 
2.512000e-04 3.299207e+01 9.024000e-01 1.122000e+00 9.680000e-01 
2.512000e-04 3.494481e+01 9.072000e-01 1.116000e+00 9.710000e-01 
2.512000e-04 3.701021e+01 9.117000e-01 1.110000e+00 9.740000e-01 
2.512000e-04 3.921069e+01 9.159000e-01 1.104000e+00 9.770000e-01 
2.512000e-04 4.153574e+01 9.200000e-01 1.099000e+00 9.790000e-01 
2.512000e-04 4.399723e+01 9.239000e-01 1.094000e+00 9.810000e-01 
2.512000e-04 4.659308e+01 9.280000e-01 1.089000e+00 9.830000e-01 
2.512000e-04 4.935676e+01 9.323000e-01 1.083000e+00 9.850000e-01 
2.512000e-04 5.229194e+01 9.371000e-01 1.077000e+00 9.870000e-01 
2.512000e-04 5.537481e+01 9.424000e-01 1.071000e+00 9.890000e-01 
2.512000e-04 5.867685e+01 9.462000e-01 1.066000e+00 9.910000e-01 
2.512000e-04 6.214747e+01 9.511000e-01 1.060000e+00 9.920000e-01 
2.512000e-04 6.580902e+01 9.563000e-01 1.055000e+00 9.930000e-01 
2.512000e-04 6.973239e+01 9.566000e-01 1.054000e+00 9.940000e-01 
2.512000e-04 7.384407e+01 9.587000e-01 1.051000e+00 9.940000e-01 
2.512000e-04 7.822347e+01 9.612000e-01 1.048000e+00 9.950000e-01 
2.512000e-04 8.287713e+01 9.635000e-01 1.037000e+00 9.960000e-01 
2.512000e-04 8.774536e+01 9.664000e-01 1.034000e+00 9.960000e-01 
2.512000e-04 9.294167e+01 9.703000e-01 1.030000e+00 9.970000e-01 
2.512000e-04 9.847831e+01 9.718000e-01 1.028000e+00 9.970000e-01 
2.512000e-04 1.042760e+02 9.731000e-01 1.027000e+00 9.980000e-01 
2.512000e-04 1.105028e+02 9.762000e-01 1.024000e+00 9.980000e-01 
2.512000e-04 1.170767e+02 9.816000e-01 1.018000e+00 9.990000e-01 
2.512000e-04 1.239842e+02 9.788000e-01 1.021000e+00 9.980000e-01 
2.512000e-04 1.313253e+02 9.790000e-01 1.021000e+00 9.990000e-01 
2.512000e-04 1.391049e+02 9.798000e-01 1.020000e+00 9.990000e-01 
2.512000e-04 1.473546e+02 9.809000e-01 1.019000e+00 9.990000e-01 
2.512000e-04 1.560924e+02 9.820000e-01 1.018000e+00 9.990000e-01 
2.512000e-04 1.653343e+02 9.836000e-01 1.016000e+00 9.990000e-01 
2.512000e-04 1.751437e+02 9.846000e-01 1.015000e+00 9.990000e-01 
2.512000e-04 1.855218e+02 9.854000e-01 1.015000e+00 9.990000e-01 
2.512000e-04 1.964884e+02 9.862000e-01 1.014000e+00 9.990000e-01 
2.512000e-04 2.081319e+02 9.870000e-01 1.013000e+00 1.000000e+00 
2.512000e-04 2.204947e+02 9.877000e-01 1.012000e+00 1.000000e+00 
2.512000e-04 2.335359e+02 9.883000e-01 1.012000e+00 1.000000e+00 
2.512000e-04 2.473747e+02 9.886000e-01 1.011000e+00 1.000000e+00 
2.512000e-04 2.620122e+02 9.887000e-01 1.011000e+00 1.000000e+00 
2.512000e-04 2.775558e+02 9.887000e-01 1.011000e+00 1.000000e+00 
2.512000e-04 2.940104e+02 9.885000e-01 1.011000e+00 1.000000e+00 
2.512000e-04 3.114398e+02 9.882000e-01 1.012000e+00 1.000000e+00 
2.512000e-04 3.299207e+02 9.877000e-01 1.012000e+00 1.000000e+00 
2.512000e-04 3.494481e+02 9.870000e-01 1.013000e+00 1.000000e+00 
2.512000e-04 3.701021e+02 9.861000e-01 1.014000e+00 1.000000e+00 
2.512000e-04 3.921069e+02 9.849000e-01 1.015000e+00 9.990000e-01 
2.512000e-04 4.153574e+02 9.834000e-01 1.017000e+00 1.000000e+00 
2.512000e-04 4.399723e+02 9.814000e-01 1.019000e+00 1.000000e+00 
2.512000e-04 4.659308e+02 9.785000e-01 1.021000e+00 1.000000e+00 
2.512000e-04 4.935676e+02 9.745000e-01 1.025000e+00 1.000000e+00 
2.512000e-04 5.229194e+02 9.692000e-01 1.031000e+00 1.000000e+00 
2.512000e-04 5.537481e+02 9.930000e-01 1.007000e+00 1.000000e+00 
2.512000e-04 5.867685e+02 9.917000e-01 1.008000e+00 1.000000e+00 
2.512000e-04 6.214747e+02 9.900000e-01 1.010000e+00 1.000000e+00 
2.512000e-04 6.580902e+02 9.878000e-01 1.012000e+00 1.000000e+00 
2.512000e-04 6.973239e+02 9.849000e-01 1.015000e+00 1.000000e+00 
2.512000e-04 7.384407e+02 9.811000e-01 1.019000e+00 1.000000e+00 
2.512000e-04 7.822347e+02 9.921000e-01 1.008000e+00 1.000000e+00 
2.512000e-04 8.287713e+02 9.900000e-01 1.010000e+00 1.000000e+00 
2.512000e-04 8.774536e+02 9.895000e-01 1.010000e+00 1.000000e+00 
2.512000e-04 9.294167e+02 9.866000e-01 1.013000e+00 1.000000e+00 
2.512000e-04 9.847831e+02 9.827000e-01 1.017000e+00 1.000000e+00 
2.512000e-04 1.042760e+03 9.775000e-01 1.022000e+00 1.000000e+00 
2.512000e-04 1.105028e+03 9.703000e-01 1.030000e+00 1.000000e+00 
2.512000e-04 1.170767e+03 9.605000e-01 1.039000e+00 1.000000e+00 
2.512000e-04 1.239842e+03 9.473000e-01 1.052000e+00 1.000000e+00 

3.981000e-04 1.239842e-03 5.467000e-04 6.358000e-07 3.170000e-04 
3.981000e-04 1.313253e-03 6.136000e-04 8.005000e-07 3.560000e-04 
3.981000e-04 1.391049e-03 6.887000e-04 1.008000e-06 3.990000e-04 
3.981000e-04 1.473546e-03 7.731000e-04 1.269000e-06 4.480000e-04 
3.981000e-04 1.560924e-03 8.678000e-04 1.598000e-06 5.020000e-04 
3.981000e-04 1.653343e-03 9.742000e-04 2.011000e-06 5.640000e-04 
3.981000e-04 1.751437e-03 1.094000e-03 2.533000e-06 6.320000e-04 
3.981000e-04 1.855218e-03 1.228000e-03 3.189000e-06 7.090000e-04 
3.981000e-04 1.964884e-03 1.379000e-03 4.015000e-06 7.960000e-04 
3.981000e-04 2.081319e-03 1.548000e-03 5.056000e-06 8.930000e-04 
3.981000e-04 2.204947e-03 1.738000e-03 6.367000e-06 1.000000e-03 
3.981000e-04 2.335359e-03 1.952000e-03 8.017000e-06 1.120000e-03 
3.981000e-04 2.473747e-03 2.192000e-03 1.010000e-05 1.260000e-03 
3.981000e-04 2.620122e-03 2.463000e-03 1.271000e-05 1.410000e-03 
3.981000e-04 2.775558e-03 2.768000e-03 1.601000e-05 1.590000e-03 
3.981000e-04 2.940104e-03 3.110000e-03 2.016000e-05 1.780000e-03 
3.981000e-04 3.114398e-03 3.496000e-03 2.539000e-05 2.000000e-03 
3.981000e-04 3.299207e-03 3.929000e-03 3.199000e-05 2.240000e-03 
3.981000e-04 3.494481e-03 4.418000e-03 4.029000e-05 2.510000e-03 
3.981000e-04 3.701021e-03 4.970000e-03 5.075000e-05 2.820000e-03 
3.981000e-04 3.921069e-03 5.593000e-03 6.393000e-05 3.160000e-03 
3.981000e-04 4.153574e-03 6.295000e-03 8.054000e-05 3.550000e-03 
3.981000e-04 4.399723e-03 7.087000e-03 1.015000e-04 3.980000e-03 
3.981000e-04 4.659308e-03 7.981000e-03 1.279000e-04 4.460000e-03 
3.981000e-04 4.935676e-03 8.993000e-03 1.612000e-04 5.000000e-03 
3.981000e-04 5.229194e-03 1.014000e-02 2.032000e-04 5.610000e-03 
3.981000e-04 5.537481e-03 1.144000e-02 2.561000e-04 6.290000e-03 
3.981000e-04 5.867685e-03 1.292000e-02 3.229000e-04 7.050000e-03 
3.981000e-04 6.214747e-03 1.460000e-02 4.071000e-04 7.900000e-03 
3.981000e-04 6.580902e-03 1.650000e-02 5.135000e-04 8.860000e-03 
3.981000e-04 6.973239e-03 1.866000e-02 6.478000e-04 9.930000e-03 
3.981000e-04 7.384407e-03 2.114000e-02 8.174000e-04 1.110000e-02 
3.981000e-04 7.822347e-03 2.397000e-02 1.032000e-03 1.250000e-02 
3.981000e-04 8.287713e-03 2.722000e-02 1.303000e-03 1.400000e-02 
3.981000e-04 8.774536e-03 3.094000e-02 1.645000e-03 1.560000e-02 
3.981000e-04 9.294167e-03 3.523000e-02 2.079000e-03 1.750000e-02 
3.981000e-04 9.847831e-03 4.018000e-02 2.628000e-03 1.960000e-02 
3.981000e-04 1.042760e-02 4.590000e-02 3.323000e-03 2.190000e-02 
3.981000e-04 1.105028e-02 5.253000e-02 4.206000e-03 2.450000e-02 
3.981000e-04 1.170767e-02 6.027000e-02 5.324000e-03 2.730000e-02 
3.981000e-04 1.239842e-02 6.931000e-02 6.744000e-03 3.050000e-02 
3.981000e-04 1.313253e-02 7.991000e-02 8.548000e-03 3.400000e-02 
3.981000e-04 1.391049e-02 9.237000e-02 1.084000e-02 3.780000e-02 
3.981000e-04 1.473546e-02 1.071000e-01 1.376000e-02 4.210000e-02 
3.981000e-04 1.560924e-02 1.245000e-01 1.749000e-02 4.670000e-02 
3.981000e-04 1.653343e-02 1.450000e-01 2.224000e-02 5.170000e-02 
3.981000e-04 1.751437e-02 1.696000e-01 2.830000e-02 5.710000e-02 
3.981000e-04 1.855218e-02 1.988000e-01 3.603000e-02 6.290000e-02 
3.981000e-04 1.964884e-02 2.336000e-01 4.592000e-02 6.900000e-02 
3.981000e-04 2.081319e-02 2.749000e-01 5.856000e-02 7.540000e-02 
3.981000e-04 2.204947e-02 3.240000e-01 7.469000e-02 8.210000e-02 
3.981000e-04 2.335359e-02 3.820000e-01 9.527000e-02 8.890000e-02 
3.981000e-04 2.473747e-02 4.500000e-01 1.215000e-01 9.590000e-02 
3.981000e-04 2.620122e-02 5.295000e-01 1.547000e-01 1.030000e-01 
3.981000e-04 2.775558e-02 6.215000e-01 1.966000e-01 1.100000e-01 
3.981000e-04 2.940104e-02 7.265000e-01 2.491000e-01 1.170000e-01 
3.981000e-04 3.114398e-02 8.422000e-01 3.133000e-01 1.240000e-01 
3.981000e-04 3.299207e-02 9.686000e-01 3.914000e-01 1.320000e-01 
3.981000e-04 3.494481e-02 1.105000e+00 4.866000e-01 1.400000e-01 
3.981000e-04 3.701021e-02 1.246000e+00 5.971000e-01 1.480000e-01 
3.981000e-04 3.921069e-02 1.386000e+00 7.186000e-01 1.570000e-01 
3.981000e-04 4.153574e-02 1.511000e+00 8.440000e-01 1.670000e-01 
3.981000e-04 4.399723e-02 1.612000e+00 9.632000e-01 1.790000e-01 
3.981000e-04 4.659308e-02 1.684000e+00 1.069000e+00 1.940000e-01 
3.981000e-04 4.935676e-02 1.726000e+00 1.152000e+00 2.110000e-01 
3.981000e-04 5.229194e-02 1.735000e+00 1.200000e+00 2.340000e-01 
3.981000e-04 5.537481e-02 1.725000e+00 1.220000e+00 2.600000e-01 
3.981000e-04 5.867685e-02 1.702000e+00 1.204000e+00 2.930000e-01 
3.981000e-04 6.214747e-02 1.678000e+00 1.162000e+00 3.310000e-01 
3.981000e-04 6.580902e-02 1.648000e+00 1.072000e+00 3.790000e-01 
3.981000e-04 6.973239e-02 1.604000e+00 9.868000e-01 4.350000e-01 
3.981000e-04 7.384407e-02 1.550000e+00 9.608000e-01 4.920000e-01 
3.981000e-04 7.822347e-02 1.505000e+00 1.041000e+00 5.440000e-01 
3.981000e-04 8.287713e-02 1.485000e+00 1.250000e+00 5.780000e-01 
3.981000e-04 8.774536e-02 1.537000e+00 1.512000e+00 5.990000e-01 
3.981000e-04 9.294167e-02 1.655000e+00 1.508000e+00 6.290000e-01 
3.981000e-04 9.847831e-02 1.638000e+00 1.428000e+00 6.370000e-01 
3.981000e-04 1.042760e-01 1.588000e+00 1.374000e+00 6.430000e-01 
3.981000e-04 1.105028e-01 1.552000e+00 1.331000e+00 6.560000e-01 
3.981000e-04 1.170767e-01 1.529000e+00 1.286000e+00 6.730000e-01 
3.981000e-04 1.239842e-01 1.501000e+00 1.184000e+00 7.010000e-01 
3.981000e-04 1.313253e-01 1.433000e+00 1.053000e+00 7.250000e-01 
3.981000e-04 1.391049e-01 1.298000e+00 7.683000e-01 7.660000e-01 
3.981000e-04 1.473546e-01 1.179000e+00 5.602000e-01 8.040000e-01 
3.981000e-04 1.560924e-01 9.229000e-01 4.739000e-01 8.300000e-01 
3.981000e-04 1.653343e-01 6.787000e-01 1.323000e+00 8.300000e-01 
3.981000e-04 1.751437e-01 6.737000e-01 2.275000e+00 8.170000e-01 
3.981000e-04 1.855218e-01 7.199000e-01 2.770000e+00 8.110000e-01 
3.981000e-04 1.964884e-01 7.596000e-01 2.882000e+00 7.990000e-01 
3.981000e-04 2.081319e-01 8.177000e-01 2.972000e+00 7.830000e-01 
3.981000e-04 2.204947e-01 7.728000e-01 2.742000e+00 7.590000e-01 
3.981000e-04 2.335359e-01 8.584000e-01 2.394000e+00 7.240000e-01 
3.981000e-04 2.473747e-01 8.432000e-01 2.117000e+00 6.960000e-01 
3.981000e-04 2.620122e-01 8.555000e-01 1.633000e+00 6.280000e-01 
3.981000e-04 2.775558e-01 9.143000e-01 1.442000e+00 6.210000e-01 
3.981000e-04 2.940104e-01 8.821000e-01 1.205000e+00 5.850000e-01 
3.981000e-04 3.114398e-01 9.348000e-01 1.230000e+00 6.390000e-01 
3.981000e-04 3.299207e-01 9.228000e-01 1.287000e+00 7.030000e-01 
3.981000e-04 3.494481e-01 9.360000e-01 1.537000e+00 7.620000e-01 
3.981000e-04 3.701021e-01 9.504000e-01 1.668000e+00 8.250000e-01 
3.981000e-04 3.921069e-01 9.224000e-01 1.858000e+00 8.410000e-01 
3.981000e-04 4.153574e-01 9.223000e-01 1.866000e+00 8.590000e-01 
3.981000e-04 4.399723e-01 9.143000e-01 1.732000e+00 8.560000e-01 
3.981000e-04 4.659308e-01 9.120000e-01 1.541000e+00 8.390000e-01 
3.981000e-04 4.935676e-01 9.118000e-01 1.372000e+00 8.200000e-01 
3.981000e-04 5.229194e-01 9.202000e-01 1.297000e+00 8.090000e-01 
3.981000e-04 5.537481e-01 9.333000e-01 1.346000e+00 8.270000e-01 
3.981000e-04 5.867685e-01 9.434000e-01 1.475000e+00 8.480000e-01 
3.981000e-04 6.214747e-01 9.504000e-01 1.569000e+00 8.620000e-01 
3.981000e-04 6.580902e-01 9.555000e-01 1.530000e+00 8.680000e-01 
3.981000e-04 6.973239e-01 9.574000e-01 1.382000e+00 8.660000e-01 
3.981000e-04 7.384407e-01 9.555000e-01 1.262000e+00 8.640000e-01 
3.981000e-04 7.822347e-01 9.572000e-01 1.272000e+00 8.750000e-01 
